epoch,batch_idx,data_type,loss,run_time
3,10,val,196.851227,1.52
3,11,val,54.587139,1.53
3,12,val,21.231180,1.54
3,13,val,35.971272,1.55
3,14,val,31.268673,1.56
3,15,val,25.334028,1.57
3,16,val,44.903915,1.57
3,17,val,277.110107,1.58
3,18,val,24.375408,1.59
3,19,val,39.359123,1.60
3,20,val,39.494064,1.61
3,21,val,28.099796,1.61
3,22,val,38.528889,1.62
3,23,val,52.746918,1.63
3,24,val,147.506943,1.64
3,25,val,52.346054,1.65
3,26,val,24.557615,1.66
3,27,val,35.701035,1.67
3,28,val,22.311478,1.68
3,29,val,27.062513,1.69
3,30,val,17.718428,1.69
3,31,val,38.241768,1.70
3,32,val,27.646536,1.71
3,33,val,27.380951,1.72
3,34,val,23.589809,1.73
3,35,val,41.431961,1.74
3,36,val,56.129440,1.75
3,37,val,26.371796,1.76
3,38,val,33.539871,1.77
3,39,val,119.732933,1.78
3,40,val,45.477173,1.79
3,41,val,33.518089,1.80
3,42,val,39.723335,1.81
3,43,val,35.451271,1.82
3,44,val,175.338348,1.83
3,45,val,120.779922,1.85
3,46,val,267.979919,1.86
3,47,val,34.530388,1.87
3,48,val,116.406700,1.88
3,49,val,21.974812,1.89
3,50,val,29.837612,1.90
3,51,val,29.833227,1.92
3,52,val,28.343542,1.92
3,53,val,24.705734,1.93
3,54,val,24.086620,1.94
3,55,val,29.572582,1.95
3,56,val,26.518520,1.97
3,57,val,33.921700,1.98
3,58,val,35.515625,1.99
3,59,val,28.234480,2.00
3,60,val,79.326447,2.01
3,61,val,65.493973,2.02
3,62,val,27.321760,2.03
3,63,val,68.340675,2.04
3,64,val,18.489302,2.05
3,65,val,185.347107,2.06
3,66,val,32.743698,2.07
3,67,val,49.123810,2.08
3,68,val,140.107391,2.09
3,69,val,37.985268,2.10
3,70,val,172.597275,2.11
3,71,val,198.755798,2.11
3,72,val,28.985836,2.12
3,73,val,25.018307,2.13
3,74,val,74.959213,2.14
3,75,val,54.987572,2.15
3,76,val,32.155968,2.16
3,77,val,24.963348,2.17
3,78,val,37.447342,2.17
3,79,val,98.274696,2.18
4,0,train,65.103989,0.14
4,1,train,124.527542,0.17
4,2,train,35.631248,0.20
4,3,train,39.454010,0.22
4,4,train,48.649418,0.25
4,5,train,52.753326,0.28
4,6,train,76.380585,0.30
4,7,train,123.477562,0.33
4,8,train,45.740589,0.35
4,9,train,75.258545,0.38
4,10,train,73.915100,0.41
4,11,train,52.526257,0.43
4,12,train,73.235992,0.46
4,13,train,74.170265,0.48
4,14,train,41.074821,0.51
4,15,train,92.524292,0.53
4,16,train,44.397545,0.56
4,17,train,41.113438,0.59
4,18,train,75.968864,0.61
4,19,train,126.559875,0.63
4,20,train,61.925926,0.66
4,21,train,88.755844,0.68
4,22,train,39.316074,0.71
4,23,train,75.301407,0.73
4,24,train,36.221626,0.76
4,25,train,35.816193,0.78
4,26,train,32.281845,0.81
4,27,train,80.949158,0.83
4,28,train,50.179886,0.86
4,29,train,91.993378,0.89
4,0,val,25.575933,1.01
4,1,val,32.173492,1.01
4,2,val,31.423576,1.02
4,3,val,22.918667,1.03
4,4,val,31.420284,1.03
4,5,val,38.419571,1.04
4,6,val,44.129238,1.05
4,7,val,49.645287,1.06
4,8,val,120.236847,1.07
4,9,val,82.383362,1.07
4,10,val,192.085388,1.08
4,11,val,51.626312,1.09
4,12,val,33.993690,1.09
4,13,val,34.225124,1.10
4,14,val,29.278534,1.10
4,15,val,25.342545,1.11
4,16,val,33.400578,1.12
4,17,val,260.761932,1.12
4,18,val,28.309683,1.13
4,19,val,42.609371,1.14
4,20,val,38.586403,1.14
4,21,val,27.190613,1.15
4,22,val,35.066921,1.16
4,23,val,68.702400,1.17
4,24,val,137.115799,1.17
4,25,val,53.669640,1.18
4,26,val,24.000198,1.19
4,27,val,35.272133,1.19
4,28,val,22.281593,1.20
4,29,val,24.553528,1.20
4,30,val,20.923342,1.21
4,31,val,39.249161,1.22
4,32,val,29.625671,1.22
4,33,val,23.588135,1.23
4,34,val,35.056568,1.23
4,35,val,41.310307,1.24
4,36,val,56.448730,1.25
4,37,val,25.259064,1.26
4,38,val,28.016518,1.26
4,39,val,128.188263,1.27
4,40,val,45.616821,1.28
4,41,val,32.509838,1.28
4,42,val,42.104549,1.29
4,43,val,38.295273,1.30
4,44,val,171.543793,1.30
4,45,val,119.198486,1.31
4,46,val,260.678345,1.32
4,47,val,32.800674,1.32
4,48,val,113.546806,1.33
4,49,val,21.015285,1.34
4,50,val,29.048315,1.35
4,51,val,22.516232,1.35
4,52,val,27.605717,1.36
4,53,val,24.000748,1.37
4,54,val,23.502432,1.38
4,55,val,21.232889,1.38
4,56,val,25.093849,1.39
4,57,val,29.147614,1.40
4,58,val,32.414772,1.40
4,59,val,29.384161,1.41
4,60,val,82.895874,1.42
4,61,val,59.448437,1.42
4,62,val,30.260710,1.43
4,63,val,45.796898,1.44
4,64,val,18.861406,1.44
4,65,val,187.608124,1.45
4,66,val,36.781891,1.46
4,67,val,25.834690,1.47
4,68,val,138.766174,1.47
4,69,val,30.225376,1.48
4,70,val,167.122803,1.49
4,71,val,194.553757,1.49
4,72,val,24.206924,1.50
4,73,val,24.191626,1.51
4,74,val,75.084976,1.51
4,75,val,53.845192,1.52
4,76,val,30.577345,1.53
4,77,val,28.544193,1.53
4,78,val,36.656136,1.53
4,79,val,65.821915,1.54
5,0,train,74.013725,0.13
5,1,train,83.565643,0.16
5,2,train,51.720974,0.19
5,3,train,35.316154,0.22
5,4,train,40.393314,0.25
5,5,train,41.376076,0.28
5,6,train,59.599464,0.30
5,7,train,43.182663,0.33
5,8,train,65.441643,0.36
5,9,train,80.763474,0.39
5,10,train,35.809624,0.41
5,11,train,81.488350,0.44
5,12,train,49.524681,0.46
5,13,train,72.634933,0.49
5,14,train,40.352009,0.52
5,15,train,82.099213,0.54
5,16,train,31.293995,0.57
5,17,train,38.107670,0.59
5,18,train,49.422371,0.62
5,19,train,30.551188,0.64
5,20,train,51.708565,0.67
5,21,train,38.310112,0.70
5,22,train,29.318769,0.73
5,23,train,35.639168,0.75
5,24,train,35.284012,0.78
5,25,train,57.639591,0.81
5,26,train,67.066971,0.84
5,27,train,59.716087,0.86
5,28,train,57.829544,0.88
5,29,train,44.184940,0.91
5,0,val,37.441082,1.02
5,1,val,30.925941,1.03
5,2,val,30.254042,1.04
5,3,val,23.391958,1.04
5,4,val,33.986233,1.05
5,5,val,37.367699,1.06
5,6,val,24.697567,1.07
5,7,val,47.843597,1.07
5,8,val,117.480240,1.08
5,9,val,81.864990,1.09
5,10,val,188.652283,1.09
5,11,val,81.186516,1.10
5,12,val,19.457291,1.11
5,13,val,32.899185,1.11
5,14,val,26.737967,1.12
5,15,val,24.972816,1.12
5,16,val,33.912529,1.13
5,17,val,257.037323,1.14
5,18,val,22.263443,1.14
5,19,val,39.878002,1.15
5,20,val,51.800255,1.16
5,21,val,22.990889,1.17
5,22,val,34.224239,1.18
5,23,val,46.869762,1.18
5,24,val,150.550323,1.19
5,25,val,51.848106,1.19
5,26,val,22.840649,1.20
5,27,val,29.593298,1.21
5,28,val,22.230862,1.21
5,29,val,26.652390,1.22
5,30,val,17.183823,1.23
5,31,val,36.288235,1.23
5,32,val,30.856640,1.24
5,33,val,22.488003,1.25
5,34,val,21.419134,1.25
5,35,val,42.574059,1.26
5,36,val,54.768707,1.27
5,37,val,25.086502,1.28
5,38,val,27.091070,1.29
5,39,val,117.534515,1.29
5,40,val,42.216698,1.30
5,41,val,33.311607,1.31
5,42,val,37.619621,1.31
5,43,val,34.630081,1.32
5,44,val,176.868576,1.33
5,45,val,116.704277,1.33
5,46,val,256.319397,1.34
5,47,val,32.748253,1.35
5,48,val,108.366325,1.35
5,49,val,20.093740,1.36
5,50,val,28.501913,1.37
5,51,val,24.041725,1.38
5,52,val,28.550674,1.38
5,53,val,22.089422,1.39
5,54,val,22.283293,1.40
5,55,val,19.735016,1.40
5,56,val,26.020382,1.41
5,57,val,30.494854,1.42
5,58,val,41.086651,1.42
5,59,val,23.309906,1.43
5,60,val,76.254692,1.44
5,61,val,46.948914,1.44
5,62,val,26.385921,1.45
5,63,val,45.467049,1.46
5,64,val,15.926387,1.47
5,65,val,177.571930,1.47
5,66,val,32.213036,1.48
5,67,val,55.321178,1.49
5,68,val,138.196182,1.50
5,69,val,26.502583,1.50
5,70,val,189.351913,1.51
5,71,val,191.979462,1.52
5,72,val,23.415388,1.52
5,73,val,22.339239,1.53
5,74,val,69.461510,1.54
5,75,val,52.008141,1.54
5,76,val,30.170361,1.55
5,77,val,27.267097,1.55
5,78,val,36.087349,1.56
5,79,val,66.774620,1.56
6,0,train,43.196217,0.11
6,1,train,53.284889,0.15
6,2,train,34.854305,0.18
6,3,train,54.829174,0.21
6,4,train,93.811821,0.24
6,5,train,75.445389,0.27
6,6,train,46.145302,0.30
6,7,train,80.485565,0.33
6,8,train,52.075077,0.36
6,9,train,35.880276,0.39
6,10,train,44.631714,0.42
6,11,train,63.967571,0.45
6,12,train,46.857174,0.48
6,13,train,42.636719,0.51
6,14,train,56.176521,0.54
6,15,train,41.918324,0.56
6,16,train,40.115150,0.59
6,17,train,70.537933,0.62
6,18,train,49.902576,0.65
6,19,train,43.202847,0.87
6,20,train,101.344971,0.91
6,21,train,83.816727,0.94
6,22,train,97.219543,0.97
6,23,train,54.617317,0.99
6,24,train,58.655437,1.02
6,25,train,52.202423,1.06
6,26,train,39.418461,1.08
6,27,train,70.975937,1.11
6,28,train,62.213448,1.13
6,29,train,53.025135,1.15
6,0,val,24.187698,1.27
6,1,val,31.025654,1.28
6,2,val,45.637421,1.28
6,3,val,21.992168,1.29
6,4,val,36.119820,1.30
6,5,val,35.759083,1.31
6,6,val,24.923527,1.31
6,7,val,46.215645,1.32
6,8,val,114.816452,1.33
6,9,val,77.740356,1.34
6,10,val,185.860931,1.34
6,11,val,49.187347,1.35
6,12,val,24.352840,1.36
6,13,val,32.833420,1.36
6,14,val,24.999187,1.37
6,15,val,24.953541,1.38
6,16,val,31.225311,1.38
6,17,val,252.694321,1.39
6,18,val,22.561539,1.40
6,19,val,37.329685,1.41
6,20,val,38.882610,1.41
6,21,val,22.685043,1.42
6,22,val,34.876591,1.43
6,23,val,45.469353,1.43
6,24,val,134.200714,1.44
6,25,val,50.190609,1.45
6,26,val,22.824905,1.45
6,27,val,30.310675,1.46
6,28,val,20.847231,1.47
6,29,val,54.362713,1.47
6,30,val,13.657467,1.48
6,31,val,36.198524,1.48
6,32,val,25.503490,1.49
6,33,val,22.254768,1.50
6,34,val,20.844486,1.51
6,35,val,40.240158,1.52
6,36,val,56.180176,1.52
6,37,val,24.253780,1.53
6,38,val,24.859549,1.53
6,39,val,113.703537,1.54
6,40,val,69.072510,1.55
6,41,val,32.481689,1.55
6,42,val,38.082745,1.56
6,43,val,32.866707,1.57
6,44,val,167.208359,1.57
6,45,val,117.400452,1.58
6,46,val,253.380341,1.58
6,47,val,44.352005,1.59
6,48,val,113.115074,1.60
6,49,val,20.568327,1.60
6,50,val,26.550186,1.61
6,51,val,28.925659,1.62
6,52,val,29.266399,1.63
6,53,val,22.013578,1.63
6,54,val,24.079807,1.64
6,55,val,19.584160,1.65
6,56,val,25.614996,1.65
6,57,val,30.190746,1.66
6,58,val,32.433098,1.66
6,59,val,24.633986,1.67
6,60,val,74.938560,1.68
6,61,val,49.290184,1.68
6,62,val,27.492249,1.69
6,63,val,45.682781,1.70
6,64,val,16.863190,1.70
6,65,val,176.188354,1.71
6,66,val,32.899471,1.72
6,67,val,24.733343,1.72
6,68,val,132.094482,1.73
6,69,val,25.450848,1.74
6,70,val,159.645706,1.74
6,71,val,189.318146,1.75
6,72,val,23.483618,1.76
6,73,val,40.288036,1.76
6,74,val,67.553490,1.77
6,75,val,52.633858,1.78
6,76,val,29.195232,1.78
6,77,val,29.675282,1.79
6,78,val,34.392334,1.79
6,79,val,63.951675,1.80
7,0,train,70.455338,0.13
7,1,train,55.930515,0.16
7,2,train,69.713257,0.19
7,3,train,110.313202,0.22
7,4,train,65.601089,0.24
7,5,train,60.690044,0.27
7,6,train,41.304962,0.30
7,7,train,60.188667,0.32
7,8,train,47.581272,0.35
7,9,train,55.608765,0.38
7,10,train,44.813614,0.40
7,11,train,87.171936,0.43
7,12,train,52.370499,0.45
7,13,train,36.722130,0.48
7,14,train,59.531063,0.51
7,15,train,56.695122,0.53
7,16,train,76.327538,0.56
7,17,train,88.916443,0.58
7,18,train,63.113560,0.61
7,19,train,44.136803,0.63
7,20,train,98.287529,0.66
7,21,train,36.764652,0.69
7,22,train,55.342197,0.71
7,23,train,85.648422,0.74
7,24,train,58.914650,0.76
7,25,train,62.210091,0.79
7,26,train,38.854546,0.81
7,27,train,60.127419,0.84
7,28,train,45.935921,0.86
7,29,train,47.303875,0.89
7,0,val,25.855947,1.03
7,1,val,32.986271,1.04
7,2,val,28.614325,1.05
7,3,val,20.593651,1.07
7,4,val,35.563900,1.07
7,5,val,35.198364,1.08
7,6,val,25.952902,1.09
7,7,val,45.164970,1.09
7,8,val,112.450607,1.10
7,9,val,84.903641,1.11
7,10,val,193.894867,1.12
7,11,val,49.523041,1.13
7,12,val,20.564018,1.13
7,13,val,31.938873,1.14
7,14,val,23.995468,1.14
7,15,val,24.890854,1.15
7,16,val,36.262905,1.16
7,17,val,245.896408,1.17
7,18,val,21.704494,1.17
7,19,val,35.895184,1.18
7,20,val,36.438885,1.19
7,21,val,31.833153,1.19
7,22,val,33.652176,1.20
7,23,val,48.338192,1.21
7,24,val,129.996521,1.22
7,25,val,52.087524,1.22
7,26,val,21.828358,1.23
7,27,val,67.000763,1.24
7,28,val,22.065781,1.24
7,29,val,22.766865,1.25
7,30,val,14.702304,1.26
7,31,val,61.639202,1.27
7,32,val,27.487717,1.27
7,33,val,21.396358,1.28
7,34,val,21.508190,1.29
7,35,val,45.152020,1.29
7,36,val,53.639999,1.30
7,37,val,45.562172,1.31
7,38,val,24.981434,1.31
7,39,val,108.471436,1.32
7,40,val,39.513382,1.33
7,41,val,30.459019,1.33
7,42,val,36.332150,1.34
7,43,val,34.374249,1.35
7,44,val,163.417511,1.35
7,45,val,111.843628,1.36
7,46,val,249.588608,1.37
7,47,val,31.427212,1.38
7,48,val,104.608414,1.38
7,49,val,19.049953,1.39
7,50,val,27.318396,1.40
7,51,val,23.507872,1.40
7,52,val,29.763519,1.41
7,53,val,21.137888,1.42
7,54,val,21.028881,1.42
7,55,val,20.136993,1.43
7,56,val,22.514492,1.44
7,57,val,30.771938,1.44
7,58,val,33.877701,1.45
7,59,val,23.551771,1.46
7,60,val,72.567680,1.47
7,61,val,45.516277,1.48
7,62,val,25.787991,1.48
7,63,val,45.032150,1.49
7,64,val,16.886642,1.49
7,65,val,248.931396,1.50
7,66,val,31.517612,1.51
7,67,val,25.773037,1.51
7,68,val,130.118301,1.52
7,69,val,24.652227,1.53
7,70,val,171.784393,1.53
7,71,val,185.609680,1.54
7,72,val,25.027496,1.55
7,73,val,21.546532,1.55
7,74,val,66.201385,1.56
7,75,val,49.119259,1.57
7,76,val,28.859983,1.57
7,77,val,22.682081,1.58
7,78,val,34.937622,1.58
7,79,val,63.738594,1.59
8,0,train,58.843941,0.11
8,1,train,63.321800,0.14
8,2,train,66.464958,0.17
8,3,train,40.906914,0.19
8,4,train,129.112183,0.22
8,5,train,57.186069,0.25
8,6,train,46.329231,0.28
8,7,train,65.160988,0.31
8,8,train,59.417316,0.33
8,9,train,47.336739,0.36
8,10,train,71.438766,0.39
8,11,train,41.939857,0.41
8,12,train,28.651266,0.45
8,13,train,54.596703,0.49
8,14,train,52.045380,0.51
8,15,train,62.436142,0.54
8,16,train,55.979782,0.56
8,17,train,58.327888,0.59
8,18,train,38.235451,0.61
8,19,train,28.581486,0.64
8,20,train,40.401382,0.67
8,21,train,60.711826,0.70
8,22,train,37.008774,0.73
8,23,train,50.638035,0.75
8,24,train,83.105057,0.78
8,25,train,41.225327,0.81
8,26,train,62.501366,0.84
8,27,train,101.662132,0.86
8,28,train,43.176552,0.88
8,29,train,45.620842,0.91
8,0,val,24.351654,1.03
8,1,val,29.928070,1.03
8,2,val,27.086227,1.04
8,3,val,21.604650,1.05
8,4,val,28.769224,1.06
8,5,val,37.409866,1.07
8,6,val,27.771231,1.08
8,7,val,44.304810,1.09
8,8,val,131.440613,1.09
8,9,val,76.983780,1.10
8,10,val,177.526154,1.11
8,11,val,48.398849,1.11
8,12,val,18.268471,1.12
8,13,val,42.594734,1.13
8,14,val,29.152493,1.13
8,15,val,39.389725,1.14
8,16,val,44.706615,1.15
8,17,val,242.595642,1.16
8,18,val,21.442825,1.17
8,19,val,37.351357,1.17
