epoch,batch_idx,data_type,loss,run_time
108,1,train,53.227013,0.15
108,0,val,77.321762,0.26
108,1,val,68.401367,0.26
108,2,val,54.096470,0.27
108,3,val,32.838032,0.27
109,0,train,57.484211,0.14
109,1,train,38.123417,0.17
109,0,val,75.643776,0.29
109,1,val,60.962135,0.30
109,2,val,54.129780,0.30
109,3,val,31.919289,0.31
110,0,train,59.369164,0.12
110,1,train,45.387623,0.16
110,0,val,77.199913,0.28
110,1,val,64.210831,0.29
110,2,val,64.344536,0.29
110,3,val,33.062023,0.30
111,0,train,53.358997,0.12
111,1,train,56.047363,0.15
111,0,val,75.252022,0.26
111,1,val,60.615974,0.26
111,2,val,55.305595,0.27
111,3,val,32.797966,0.27
112,0,train,66.435043,0.12
112,1,train,65.869232,0.15
112,0,val,82.808098,0.26
112,1,val,63.425571,0.27
112,2,val,55.336544,0.27
112,3,val,32.912655,0.28
113,0,train,49.521210,0.14
113,1,train,99.374817,0.18
113,0,val,74.443199,0.29
113,1,val,68.474342,0.30
113,2,val,57.030869,0.30
113,3,val,35.089287,0.30
114,0,train,75.830467,0.12
114,1,train,71.421448,0.15
114,0,val,75.876183,0.27
114,1,val,60.860321,0.27
114,2,val,54.760792,0.28
114,3,val,31.151537,0.28
115,0,train,70.141045,0.13
115,1,train,73.458870,0.16
115,0,val,75.848572,0.29
115,1,val,71.700783,0.30
115,2,val,56.624397,0.30
115,3,val,30.982134,0.31
116,0,train,71.407066,0.13
116,1,train,70.694603,0.17
116,0,val,74.410286,0.32
116,1,val,63.948128,0.32
116,2,val,55.381351,0.33
116,3,val,31.010546,0.34
117,0,train,54.572212,0.18
117,1,train,56.539764,0.22
117,0,val,74.396423,0.41
117,1,val,61.153458,0.42
117,2,val,53.769455,0.43
117,3,val,30.649574,0.43
118,0,train,65.954758,0.26
118,1,train,60.557560,0.31
118,0,val,73.889809,0.52
118,1,val,63.232624,0.53
118,2,val,54.974152,0.54
118,3,val,31.019775,0.54
119,0,train,47.956230,0.16
119,1,train,83.173798,0.19
119,0,val,75.524551,0.38
119,1,val,61.274685,0.40
119,2,val,55.114658,0.41
119,3,val,33.371010,0.42
120,0,train,59.219711,0.16
120,1,train,57.454182,0.21
120,0,val,75.758812,0.46
120,1,val,61.787464,0.48
120,2,val,59.252308,0.49
120,3,val,35.396339,0.49
121,0,train,55.293144,0.17
121,1,train,44.856609,0.21
121,0,val,75.054085,0.37
121,1,val,61.058128,0.39
121,2,val,54.967815,0.40
121,3,val,31.648424,0.41
122,0,train,56.182030,0.16
122,1,train,81.678680,0.20
122,0,val,74.856224,0.40
122,1,val,60.352253,0.42
122,2,val,60.195438,0.42
122,3,val,30.320557,0.43
123,0,train,65.754990,0.16
123,1,train,76.809860,0.19
123,0,val,72.890388,0.41
123,1,val,60.577114,0.43
123,2,val,54.419758,0.43
123,3,val,31.241552,0.44
124,0,train,71.960831,0.18
124,1,train,39.839893,0.23
124,0,val,79.425705,0.43
124,1,val,60.634857,0.45
124,2,val,57.303650,0.46
124,3,val,30.721514,0.47
125,0,train,54.135975,0.16
125,1,train,64.829323,0.21
125,0,val,73.897240,0.33
125,1,val,63.698254,0.34
125,2,val,54.600647,0.34
125,3,val,37.129791,0.35
126,0,train,45.610100,0.12
126,1,train,48.902344,0.16
126,0,val,73.554161,0.30
126,1,val,63.570259,0.31
126,2,val,53.557236,0.32
126,3,val,31.437284,0.33
127,0,train,50.563927,0.12
127,1,train,62.497879,0.15
127,0,val,74.347656,0.26
127,1,val,59.887257,0.27
127,2,val,56.651093,0.27
127,3,val,32.958008,0.27
128,0,train,64.491226,0.12
128,1,train,40.797432,0.15
128,0,val,75.286690,0.26
128,1,val,60.763306,0.27
128,2,val,55.493736,0.27
128,3,val,33.887268,0.28
129,0,train,56.267139,0.12
129,1,train,65.957405,0.15
129,0,val,73.926079,0.27
129,1,val,65.304276,0.28
129,2,val,56.124302,0.28
129,3,val,31.027889,0.29
130,0,train,42.971016,0.12
130,1,train,59.037930,0.16
130,0,val,73.092361,0.27
130,1,val,59.668282,0.27
130,2,val,55.734627,0.28
130,3,val,31.476839,0.28
131,0,train,51.466583,0.12
131,1,train,98.610382,0.15
131,0,val,73.252243,0.26
131,1,val,61.453300,0.26
131,2,val,58.840153,0.27
131,3,val,31.424984,0.27
132,0,train,67.417114,0.12
132,1,train,35.316296,0.16
132,0,val,73.053169,0.31
132,1,val,61.720428,0.31
132,2,val,53.197170,0.31
132,3,val,31.017565,0.32
133,0,train,60.147991,0.14
133,1,train,59.687164,0.17
133,0,val,72.878304,0.30
133,1,val,59.776260,0.30
133,2,val,56.568611,0.31
133,3,val,31.642488,0.31
134,0,train,58.600616,0.14
134,1,train,70.305603,0.18
134,0,val,73.313896,0.33
134,1,val,60.174328,0.34
134,2,val,53.642406,0.34
134,3,val,37.575302,0.34
135,0,train,53.938480,0.13
135,1,train,50.388672,0.17
135,0,val,73.185638,0.28
135,1,val,65.677536,0.28
135,2,val,56.632992,0.29
135,3,val,30.734703,0.29
136,0,train,64.092804,0.13
136,1,train,43.561020,0.16
136,0,val,72.425026,0.27
136,1,val,74.900780,0.28
136,2,val,52.489014,0.28
136,3,val,31.447931,0.28
137,0,train,66.350250,0.14
137,1,train,81.376709,0.18
137,0,val,71.825516,0.31
137,1,val,59.455650,0.31
137,2,val,54.428108,0.32
137,3,val,31.070419,0.32
138,0,train,43.745209,0.17
138,1,train,87.805931,0.21
138,0,val,77.101730,0.32
138,1,val,60.519478,0.32
138,2,val,53.473450,0.33
138,3,val,30.487450,0.33
139,0,train,58.264080,0.12
139,1,train,66.622292,0.16
139,0,val,72.636475,0.27
139,1,val,62.463669,0.27
139,2,val,54.532970,0.28
139,3,val,32.805904,0.28
140,0,train,47.374786,0.13
140,1,train,51.516724,0.16
140,0,val,73.390396,0.27
140,1,val,65.274055,0.27
140,2,val,53.843044,0.28
140,3,val,30.930588,0.28
141,0,train,48.616135,0.12
141,1,train,49.772518,0.16
141,0,val,72.291641,0.27
141,1,val,69.381004,0.27
141,2,val,53.782448,0.27
141,3,val,30.923668,0.28
142,0,train,44.035957,0.12
142,1,train,47.469975,0.15
142,0,val,71.881485,0.27
142,1,val,61.854668,0.27
142,2,val,52.945057,0.28
142,3,val,31.304682,0.29
143,0,train,52.186348,0.12
143,1,train,47.925114,0.15
143,0,val,74.618721,0.27
143,1,val,64.662666,0.28
143,2,val,52.781738,0.28
143,3,val,30.828274,0.29
144,0,train,48.212086,0.14
144,1,train,95.918297,0.18
144,0,val,72.517906,0.29
144,1,val,60.750805,0.30
144,2,val,55.364532,0.31
144,3,val,31.139128,0.32
145,0,train,62.322582,0.13
145,1,train,56.451653,0.16
145,0,val,75.107773,0.30
145,1,val,60.442356,0.31
145,2,val,52.959560,0.32
145,3,val,30.716299,0.33
146,0,train,56.163780,0.13
146,1,train,52.326279,0.17
146,0,val,71.724182,0.29
146,1,val,60.617683,0.30
146,2,val,54.491711,0.30
146,3,val,32.711487,0.31
147,0,train,54.781162,0.16
147,1,train,49.299530,0.20
147,0,val,71.817635,0.33
147,1,val,59.828861,0.33
147,2,val,53.257874,0.33
147,3,val,31.044157,0.34
148,0,train,57.436352,0.16
148,1,train,57.380768,0.20
148,0,val,71.524071,0.31
148,1,val,59.032219,0.32
148,2,val,58.815105,0.32
148,3,val,30.459999,0.33
149,0,train,51.968269,0.15
149,1,train,40.214573,0.19
149,0,val,76.744789,0.37
149,1,val,59.397980,0.38
149,2,val,52.522366,0.39
149,3,val,36.197674,0.39
150,0,train,72.528122,0.17
150,1,train,39.424194,0.21
150,0,val,74.132156,0.38
150,1,val,58.826546,0.39
150,2,val,53.411240,0.40
150,3,val,30.566856,0.40
151,0,train,58.887749,0.15
151,1,train,58.355961,0.20
151,0,val,75.309494,0.36
151,1,val,60.032948,0.36
151,2,val,53.703884,0.37
151,3,val,35.123508,0.38
152,0,train,51.238537,0.17
152,1,train,38.525673,0.20
152,0,val,73.687439,0.39
152,1,val,59.328442,0.40
152,2,val,56.872829,0.41
152,3,val,32.205917,0.41
153,0,train,46.537323,0.16
153,1,train,70.860085,0.19
153,0,val,70.777901,0.35
153,1,val,59.772541,0.38
153,2,val,52.878162,0.39
153,3,val,36.064831,0.40
154,0,train,61.564117,0.17
154,1,train,62.365749,0.21
